标题,地块编号,省份,城市,总面积,建设用地面积,规划建筑面积,代征面积,容积率,绿化率,商业比例,建筑密度,限制高度,出让形式,出让年限,位置,四至,规划用途,交易状况,竞得方,起始日期,截止日期,成交日期,交易低点,起始价,成交价,楼面地价,溢价率,土地公告,咨询电话,保证金,最小加价幅度,
天府新区煎茶街道五里村五组（成都科学城范围内，天府大道西侧、科学城中路北侧）,地块编号：TF（05）：2016-25,四川,成都,13308,13308,59800,暂无,≤4.5,暂无,暂无,≤40,≤150,挂牌,40年,天府新区煎茶街道五里村五组（成都科学城范围内，天府大道西侧、科学城中路北侧）,天府新区煎茶街道五里村五组（成都科学城范围内，天府大道西侧、科学城中路北侧）,商服用地,已成交,成都亲华项目管理有限公司,2016/10/8,2016/10/19,2016/10/19,成都市高新区天府大道北段966号天府国际金融中心7号楼,2994万元,2994万元,501元,暂无,天府新区煎茶街道五里村五组（成都科土地公告,http://industrydown.fang.com/tudi/20160919/chenggongzituguagao[2016]25hao.docx,028-85987887,1500万元,暂无
温江区公平街道合江社区二组,地块编号：WJ2016-21(251/211),四川,成都,19753,19753,49382,暂无,≤2.5,暂无,暂无,≤25%,满足航空限高,拍卖,住宅70年、商业40年,温江区公平街道合江社区二组,温江区公平街道合江社区二组,住宅、商业用地,已成交,成都进达合能置业有限公司,2016/10/18,2016/10/18,2016/10/18,成都市高新区天府大道北段966号天府国际金融中心7号楼,5926万元,8592万元,1740元,45.00%,温江区公平街道合江社区二组土地公告,http://industrydown.fang.com/tudi/20160926/chenggongzitupaigao[2016]35hao.docx,028-85987887,1800万元,暂无
温江区公平街道合江社区二、四组,地块编号：WJ2016-19(251/211),四川,成都,30056,30056,90168,暂无,≤3,暂无,暂无,≤20%,暂无,拍卖,住宅70年、商业用40年,温江区公平街道合江社区二、四组,温江区公平街道合江社区二、四组,住宅、商业用地,已成交,四川品润房地产开发有限公司,2016/10/18,2016/10/18,2016/10/18,成都市高新区天府大道北段966号天府国际金融中心7号楼,10369万元,11722万元,1300元,13.04%,温江区公平街道合江社区二、四组土地公告,http://industrydown.fang.com/tudi/20160926/chenggongzitupaigao[2016]35hao.docx,028-85987887,3200万元,暂无
温江区公平街道合江社区二组,地块编号：WJ2016-20(251/211),四川,成都,27906,27906,83719,暂无,≤3,暂无,暂无,≤20%,暂无,拍卖,住宅70年、商业40年,温江区公平街道合江社区二组,温江区公平街道合江社区二组,住宅、商业用地,已成交,成都进达合能置业有限公司,2016/10/18,2016/10/18,2016/10/18,成都市高新区天府大道北段966号天府国际金融中心7号楼,9628万元,10884万元,1300元,13.04%,温江区公平街道合江社区二组土地公告,http://industrydown.fang.com/tudi/20160926/chenggongzitupaigao[2016]35hao.docx,028-85987887,2900万元,暂无
成都市双流区东升街道一杆旗社区2组,地块编号：SLG-（2016）-021,四川,成都,3131,3131,暂无,暂无,≥0,暂无,暂无,暂无,暂无,挂牌,40年,成都市双流区东升街道一杆旗社区2组,成都市双流区东升街道一杆旗社区2组,其他商服用地,已成交,成都双流万达房地产开发有限责任公司,2016/9/17,2016/10/16,2016/10/16,成都市公共资源交易服务中心,681万元,681万元,暂无,暂无,成都市双流区东升街道一杆旗社区2组土地公告,http://industrydown.fang.com/tudi/20160919/shuanggongzituguagao[2016]5hao.docx,暂无,350万元,1
成都市双流区公兴街道邵家店社区3、4组，兰家沟社区7组，青云寺社区2组,地块编号：SLG-(2016)-022,四川,成都,680998,680998,680998,暂无,≥1,暂无,暂无,≥30,暂无,挂牌,50年,成都市双流区公兴街道邵家店社区3、4组，兰家沟社区7组，青云寺社区2组,成都市双流区公兴街道邵家店社区3、4组，兰家沟社区7组，青云寺社区2组,工业用地,已成交,成都中电熊猫显示科技有限公司,2016/9/17,2016/10/16,2016/10/16,成都市双流区公共资源交易服务中心,14301万元,14301万元,210元,暂无,成都市双流区公兴街道邵家店社区3、土地公告,http://industrydown.fang.com/tudi/20160919/shuanggongzituguagao[2016]6hao.docx,暂无,11000万元,1
邛崃市河滨路北侧、文南路西侧,地块编号：QL2016-08（07/05）,四川,成都,52716,52716,131790,暂无,＞1且≤2.5,暂无,暂无,≤28,≤60,拍卖,住宅70年商业40年,邛崃市河滨路北侧、文南路西侧,邛崃市河滨路北侧、文南路西侧,住宅用地、商服用地,已成交,四川融信房地产开发有限公司,2016/10/14,2016/10/14,2016/10/14,成都市高新区天府大道北段966号天府国际金融中心7号楼,12652万元,19136万元,1452元,51.25%,邛崃市河滨路北侧、文南路西侧土地公告,http://industrydown.fang.com/tudi/20160926/chenggongzitupaigao[2016]34hao.docx,028-85987887,3170万元,暂无
蒲江县成佳镇麟凤村,地块编号：PJ2016-26(252-2),四川,成都,14185,14185,17022,暂无,＞1且≤1.2,暂无,≤20,≤30,与周边景观相协调,拍卖,商业40年住宅70年,蒲江县成佳镇麟凤村,蒲江县成佳镇麟凤村,二类住宅用地R21,已成交,成都双湖房地产开发有限公司,2016/10/14,2016/10/14,2016/10/14,成都市高新区天府大道北段966号天府国际金融中心7号楼,1021万元,1021万元,600元,暂无,蒲江县成佳镇麟凤村土地公告,http://industrydown.fang.com/tudi/20160926/chenggongzitupaigao[2016]34hao.docx,028-85987887,205万元,暂无
郫县古城镇古城村十、十三社,地块编号：PX2016-06(211),四川,成都,39619,39619,79237,暂无,≤2,暂无,暂无,≤50,≤24,拍卖,商业40年,郫县古城镇古城村十、十三社,郫县古城镇古城村十、十三社,商业用地,已成交,成都至善科技有限公司,2016/10/14,2016/10/14,2016/10/14,成都市高新区天府大道北段966号天府国际金融中心7号楼,3269万元,3269万元,413元,暂无,郫县古城镇古城村十、十三社土地公告,http://industrydown.fang.com/tudi/20160926/chenggongzitupaigao[2016]34hao.docx,028-85987887,820万元,暂无
蒲江县成佳镇麟凤村,地块编号：PJ2016-24(252-2),四川,成都,34510,34510,41412,暂无,＞1且≤1.2,暂无,≤20,≤30,与周边景观相协调,拍卖,商业40年住宅70年,蒲江县成佳镇麟凤村,蒲江县成佳镇麟凤村,二类住宅用地R21,已成交,成都恒湖房地产开发有限公司,2016/10/14,2016/10/14,2016/10/14,成都市高新区天府大道北段966号天府国际金融中心7号楼,2485万元,2485万元,600元,暂无,蒲江县成佳镇麟凤村土地公告,http://industrydown.fang.com/tudi/20160926/chenggongzitupaigao[2016]34hao.docx,028-85987887,500万元,暂无
蒲江县成佳镇麟凤村,地块编号：PJ2016-25(252-2),四川,成都,36033,36033,43240,暂无,＞1且≤1.2,暂无,≤20,≤30,与周边景观相协调,拍卖,商业40年住宅70年,蒲江县成佳镇麟凤村,蒲江县成佳镇麟凤村,二类住宅用地R21,已成交,成都双湖房地产开发有限公司,2016/10/14,2016/10/14,2016/10/14,成都市高新区天府大道北段966号天府国际金融中心7号楼,2594万元,2594万元,600元,暂无,蒲江县成佳镇麟凤村土地公告,http://industrydown.fang.com/tudi/20160926/chenggongzitupaigao[2016]34hao.docx,028-85987887,520万元,暂无
蒲江县成佳镇麟凤村,地块编号：PJ2016-23(252-2),四川,成都,57065,57065,68479,暂无,＞1且≤1.2,暂无,≤20,≤30,与周边景观相协调,拍卖,商业40年住宅70年,蒲江县成佳镇麟凤村,蒲江县成佳镇麟凤村,二类住宅用地R21,已成交,成都恒湖房地产开发有限公司,2016/10/14,2016/10/14,2016/10/14,成都市高新区天府大道北段966号天府国际金融中心7号楼,4109万元,4109万元,600元,暂无,蒲江县成佳镇麟凤村土地公告,http://industrydown.fang.com/tudi/20160926/chenggongzitupaigao[2016]34hao.docx,028-85987887,830万元,暂无
崇阳镇罗墩村16、17组，水陆村11、12组,地块编号：CGZ16-24,四川,成都,3795,3795,4933,暂无,≥1.3,暂无,暂无,暂无,暂无,挂牌,50年,崇阳镇罗墩村16、17组，水陆村11、12组,崇阳镇罗墩村16、17组，水陆村11、12组,工业用地,已成交,成都市佳鸿鞋业有限公司,2016/9/27,2016/10/12,2016/10/12,崇州市公共资源交易服务中心,暂无,68万元,138元,暂无,崇阳镇罗墩村16、17组，水陆村1土地公告,http://industrydown.fang.com/tudi/20160907/chonggongzituguagao[2016]03hao.docx,暂无,21万元,暂无
崇阳镇罗墩村16、17组，水陆村11、12组,地块编号：CGZ16-22,四川,成都,3372,3372,4384,暂无,≥1.3,暂无,暂无,暂无,暂无,挂牌,50年,崇阳镇罗墩村16、17组，水陆村11、12组,崇阳镇罗墩村16、17组，水陆村11、12组,工业用地,已成交,成都市汇发鞋业有限公司,2016/9/27,2016/10/12,2016/10/12,崇州市公共资源交易服务中心,暂无,61万元,138元,暂无,崇阳镇罗墩村16、17组，水陆村1土地公告,http://industrydown.fang.com/tudi/20160907/chonggongzituguagao[2016]03hao.docx,暂无,19万元,暂无
成都市双流区黄甲街道一里坡社区6组，八角社区5、6组,地块编号：SLG-(2016)-029,四川,成都,37158,37158,37158,暂无,≥1,暂无,暂无,≥35,暂无,挂牌,50年,成都市双流区黄甲街道一里坡社区6组，八角社区5、6组,成都市双流区黄甲街道一里坡社区6组，八角社区5、6组,工业用地,已成交,成都航宇超合金技术有限公司,2016/9/17,2016/10/12,2016/10/12,成都市双流区公共资源交易服务中心,624万元,624万元,168元,暂无,成都市双流区黄甲街道一里坡社区6组土地公告,http://industrydown.fang.com/tudi/20160919/shuanggongzituguagao[2016]7hao.docx,暂无,440万元,1
成都市双流区黄甲街道双华社区4、5组,地块编号：SLG-(2016)-028,四川,成都,26273,26273,21019,暂无,≥0.8,暂无,暂无,≥40,暂无,挂牌,50年,成都市双流区黄甲街道双华社区4、5组,成都市双流区黄甲街道双华社区4、5组,工业用地,已成交,成都水工钢结构有限责任公司,2016/9/17,2016/10/12,2016/10/12,成都市双流区公共资源交易服务中心,788万元,788万元,375元,暂无,成都市双流区黄甲街道双华社区4、5土地公告,http://industrydown.fang.com/tudi/20160919/shuanggongzituguagao[2016]7hao.docx,暂无,560万元,1
成都市双流区公兴街道双塘社区集体，2、9组,地块编号：SLG-(2016)-023,四川,成都,23165,23165,27798,暂无,≥1.2,暂无,暂无,≥55,暂无,挂牌,50年,成都市双流区公兴街道双塘社区集体，2、9组,成都市双流区公兴街道双塘社区集体，2、9组,工业用地,已成交,四川天微电子有限责任公司,2016/9/17,2016/10/12,2016/10/12,成都市双流区公共资源交易服务中心,486万元,486万元,175元,暂无,成都市双流区公兴街道双塘社区集体，土地公告,http://industrydown.fang.com/tudi/20160919/shuanggongzituguagao[2016]7hao.docx,暂无,350万元,1
成都市双流区黄甲街道一里坡社区7、8组,地块编号：SLG-(2016)-024,四川,成都,23324,23324,27989,暂无,≥1.2,暂无,暂无,≥50,暂无,挂牌,50年,成都市双流区黄甲街道一里坡社区7、8组,成都市双流区黄甲街道一里坡社区7、8组,工业用地,已成交,成都宏华太阳能技术开发有限公司,2016/9/17,2016/10/12,2016/10/12,成都市双流区公共资源交易服务中心,573万元,573万元,205元,暂无,成都市双流区黄甲街道一里坡社区7、土地公告,http://industrydown.fang.com/tudi/20160919/shuanggongzituguagao[2016]7hao.docx,暂无,410万元,1
成都市双流区黄甲街道长埂社区1组,地块编号：SLG-(2016)-030,四川,成都,72431,72431,86917,暂无,≥1.2,暂无,暂无,≥55,暂无,挂牌,50年,成都市双流区黄甲街道长埂社区1组,成都市双流区黄甲街道长埂社区1组,工业用地,已成交,成都浩朗科技有限公司,2016/9/17,2016/10/12,2016/10/12,成都市双流区公共资源交易服务中心,1738万元,1738万元,200元,暂无,成都市双流区黄甲街道长埂社区1组土地公告,http://industrydown.fang.com/tudi/20160919/shuanggongzituguagao[2016]7hao.docx,暂无,1220万元,1
崇州市桤泉镇灵通村3组,地块编号：CGZ16-25,四川,成都,6804,6804,10207,暂无,≥1.5且≤0.8,暂无,暂无,暂无,暂无,挂牌,50年,崇州市桤泉镇灵通村3组,崇州市桤泉镇灵通村3组,工业用地,已成交,成都市何老幺食品有限公司,2016/9/27,2016/10/12,2016/10/12,崇州市公共资源交易服务中心,暂无,122万元,120元,暂无,崇州市桤泉镇灵通村3组土地公告,http://industrydown.fang.com/tudi/20160907/chonggongzituguagao[2016]03hao.docx,暂无,37万元,暂无
成都市双流区公兴街道双塘社区2、9组,地块编号：SLG-(2016)-027,四川,成都,24004,24004,28805,暂无,≥1.2,暂无,暂无,≥55,暂无,挂牌,50年,成都市双流区公兴街道双塘社区2、9组,成都市双流区公兴街道双塘社区2、9组,工业用地,已成交,成都卧波智能交通科技有限公司,2016/9/17,2016/10/12,2016/10/12,成都市双流区公共资源交易服务中心,720万元,720万元,250元,暂无,成都市双流区公兴街道双塘社区2、9土地公告,http://industrydown.fang.com/tudi/20160919/shuanggongzituguagao[2016]7hao.docx,暂无,510万元,1
崇阳镇罗墩村16、17组，水陆村11、12组,地块编号：CGZ16-23,四川,成都,3289,3289,4275,暂无,≥1.3,暂无,暂无,暂无,暂无,挂牌,50年,崇阳镇罗墩村16、17组，水陆村11、12组,崇阳镇罗墩村16、17组，水陆村11、12组,工业用地,已成交,成都天使丽人鞋业有限公司,2016/9/27,2016/10/12,2016/10/12,崇州市公共资源交易服务中心,暂无,59万元,138元,暂无,崇阳镇罗墩村16、17组，水陆村1土地公告,http://industrydown.fang.com/tudi/20160907/chonggongzituguagao[2016]03hao.docx,暂无,18万元,暂无
成都市双流区黄甲街道长埂社区1、2组，集体,地块编号：SLG-(2016)-031,四川,成都,26535,26535,31841,暂无,≥1.2,暂无,暂无,≥55,暂无,挂牌,50年,成都市双流区黄甲街道长埂社区1、2组，集体,成都市双流区黄甲街道长埂社区1、2组，集体,工业用地,已成交,四川凯泉航都科技有限公司,2016/9/17,2016/10/12,2016/10/12,成都市双流区公共资源交易服务中心,796万元,796万元,250元,暂无,成都市双流区黄甲街道长埂社区1、2土地公告,http://industrydown.fang.com/tudi/20160919/shuanggongzituguagao[2016]7hao.docx,暂无,560万元,1
成都市双流区黄甲街道双华社区6组,地块编号：SLG-(2016)-025,四川,成都,15419,15419,7710,暂无,≥0.5,暂无,暂无,≥30,暂无,挂牌,50年,成都市双流区黄甲街道双华社区6组,成都市双流区黄甲街道双华社区6组,工业用地,已成交,成都科新聚合物有限公司,2016/9/17,2016/10/12,2016/10/12,成都市双流区公共资源交易服务中心,393万元,393万元,510元,暂无,成都市双流区黄甲街道双华社区6组土地公告,http://industrydown.fang.com/tudi/20160919/shuanggongzituguagao[2016]7hao.docx,暂无,280万元,1
崇阳镇罗墩村16、17组，水陆村11、12组,地块编号：CGZ16-21,四川,成都,10751,10751,13977,暂无,≥1.3,暂无,暂无,暂无,暂无,挂牌,50年,崇阳镇罗墩村16、17组，水陆村11、12组,崇阳镇罗墩村16、17组，水陆村11、12组,工业用地,已成交,成都德辉鞋材有限公司,2016/9/27,2016/10/12,2016/10/12,崇州市公共资源交易服务中心,暂无,194万元,138元,暂无,崇阳镇罗墩村16、17组，水陆村1土地公告,http://industrydown.fang.com/tudi/20160907/chonggongzituguagao[2016]03hao.docx,暂无,59万元,暂无
